name,city,area,cuisines_clean,rating_clean,delivery_mins,minDeliveryTime,maxDeliveryTime,cost_two_clean,visibility_index
BANGLORE IYANGARS BAKERY AND CAKE,Mumbai,Ghatkopar Vikhroli,"Bakery, Desserts",,54,54,54,200,
Crrave N Eat,Mumbai,Andheri East,"Desserts, Pizzas",,62,62,62,300,
New Punjab Restaurant,Mumbai,Antop Hill,Indian,3.9,58,58,58,200,15.33411997
Mini Punjab,Mumbai,Antop Hill,"Chinese, North, Indian",3.9,54,54,54,300,17.99897002
PRATIK RESTAURANT,Mumbai,Powai,"Indian, Chinese, Tandoor, Punjabi",4.5,54,54,54,250,13.70035097
Mystery Box,Mumbai,Andheri East,"Chinese, Thai, Indonesian, Combo",4.2,57,57,57,400,12.78699424
Hazara Restaurant & Bar,Mumbai,Sion,"Mughlai, North, Indian, Chinese, Seafood",4,53,53,53,600,12.17808975
Just Rice,Mumbai,Andheri East,Indian,,68,68,68,200,
Raju Ki Rasoi,Mumbai,Sion,"Indian, Tandoor, Biryani",,56,56,56,300,
Royal Punjab Restaurant & Bar,Mumbai,Matunga Wadala,"North, Indian, Chinese",,57,57,57,400,
Hotel Sadguru,Mumbai,Vikhroli,"Indian, Chinese",4.5,55,55,55,300,13.70035097
FREEZO CAKES,Mumbai,Chembur,Bakery,,58,58,58,200,
Cake Walk 72,Mumbai,Andheri East,Desserts,4.1,57,57,57,300,16.12048509
Swad Desi,Mumbai,Andheri East,"Asian, Fast, Food, Chinese, Combo",,60,60,60,200,
Decent Restaurant,Mumbai,Ghatkopar West,"Chinese, North, Indian",3.8,54,54,54,400,14.9409374
CHINESE@99,Mumbai,Marol Sakinaka,Chinese,,56,56,56,200,
MERYAKI,Mumbai,Marol Sakinaka,"Chinese, Seafood",,66,66,66,200,
STAR RESTAURANT,Mumbai,Ghatkopar Vikhroli,"Chinese, North, Indian, Fast, Food, Mughlai, Indian, Seafood, Kebabs, Thalis",,65,65,65,500,
Pizzza.in,Mumbai,Bandra Area,"Pizzas, Italian",,67,67,67,800,
Traditional Chinese,Mumbai,Chembur,"Chinese, Fast, Food",3.8,61,61,61,500,14.9409374
RJ Spice,Mumbai,Andheri East,"Chinese, Thai, Fast, Food",4.1,55,55,55,450,12.48254199
Agarwal Fast Food Pure Veg,Mumbai,Sion,"Street, Food, North, Indian",4.2,52,52,52,200,19.38350617
Cairo Grill,Mumbai,Khar West,"Lebanese, Middle, Eastern",3.8,52,52,52,400,11.56918526
Havmor Havfunn Ice Cream,Mumbai,Chembur,"Ice, Cream, Ice, Cream, Cakes, Desserts",4.4,49,49,49,300,20.30653027
The Punjab Tandoor & Fish Fry,Mumbai,Antop Hill,"Tandoor, Indian",3.9,54,54,54,600,17.99897002
Night Wolf,Mumbai,Ghatkopar Vikhroli,Lebanese,,57,57,57,100,
Agarwal Parathas and Snacks,Mumbai,Sion,Snacks,3.7,56,56,56,250,11.26473302
Pot Pourri,Mumbai,Chembur,"Italian, Continental, Indian, Mexican",4.1,59,59,59,1000,12.48254199
JIMMY'S DHABA,Mumbai,Khar West,"North, Indian, Desserts",,59,59,59,500,
Benzy's Restaurant,Mumbai,Andheri East,"North, Indian, Chinese, Mughlai, Seafood",4.4,62,62,62,500,17.30003278
The Bandra Sushiholic,Mumbai,Bandra Area,Sushi,4.2,63,63,63,1400,16.51366766
Lazeez,Mumbai,Andheri East,"North, Indian, Mughlai",4.1,60,60,60,350,16.12048509
Chef Kong,Mumbai,Khar West,"Chinese, Thai",4,54,54,54,650,12.17808975
Fat Kongg,Mumbai,Khar West,"Chinese, Continental, Thai",4.2,54,54,54,500,16.51366766
U Turn at Khar West,Mumbai,Bandra West,"Chinese, Continental, Indian, Beverages",,60,60,60,200,
Bandra Grillz,Mumbai,Bandra West,"Chinese, Lebanese, Kebabs, Mughlai, Indian",,54,54,54,350,
Popular Family Restuarant,Mumbai,Ghatkopar Vikhroli,"Indian, Mughlai, Chinese, Biryani, Punjabi",,55,55,55,400,
Malvani Chaska,Mumbai,Ghatkopar,"North, Indian, Seafood",4.2,59,59,59,300,19.38350617
Uncle's Chinese Marol,Mumbai,Marol Sakinaka,Chinese,4.4,59,59,59,250,13.39589873
All Elements,Mumbai,Bandra Area,"Pizzas, Pastas, Italian, Snacks, Continental, Desserts, American, Salads",4.4,65,65,65,800,13.39589873
Hot Seekh,Mumbai,Santacruz West,"Tandoor, Arabian, Grill, Lucknowi, Chinese, Indian, Beverages, Mughlai, Awadhi, Lebanese",4.1,52,52,52,220,16.12048509
Rajasthan,Mumbai,Khar West,"Biryani, Desserts, North, Indian, Chinese, Ice, Cream, Mughlai, Fast, Food",4,52,52,52,400,24.8664244
Shiv Sagar,Mumbai,Khar West,"South, Indian, Continental, Beverages, Ice, Cream",4.4,56,56,56,250,27.35306684
Shree Krishna Chhaya,Mumbai,Khar West,"North, Indian, South, Indian, Chinese, Fast, Food",4.3,54,54,54,400,19.84501822
Mughal Khabsa,Mumbai,Vikhroli West,"Mughlai, Seafood, Beverages",,60,60,60,700,
Urban Street Cafe,Mumbai,Khar West,"Italian, Lebanese, Chinese, Indian, Mexican, Biryani, Pan-Asian, Asian, Salads, American",4.5,54,54,54,450,20.76804233
Dimsum (MOMO) Express,Mumbai,Andheri East,Asian,4.1,54,54,54,200,18.92199412
Papacream,Mumbai,Powai Area,"Ice, Cream, Desserts",4.7,63,63,63,350,14.30925546
Bachelorr's,Mumbai,Khar West,"Fast, Food, Desserts, Beverages",4.1,47,47,47,800,18.92199412
THE SERIAL GRILLER - BURGERS PLUS,Mumbai,Bandra West,American,3.9,55,55,55,450,11.87363751
Sangeeta's Kitchen,Mumbai,Andheri East,Indian,3.8,66,66,66,500,14.9409374
POLKA POP,Mumbai,Marol Sakinaka,Beverages,,57,57,57,120,
Filo Bakes,Mumbai,Andheri East,"Bakery, Desserts",,56,56,56,400,
Chai Point,Mumbai,Powai,"Bakery, Combo, Beverages, Maharashtrian, Snacks, Street, Food, South, Indian, Punjabi, Fast, Food",4.4,52,52,52,150,27.35306684
99 East,Mumbai,Andheri East,"North, Indian, Chinese, Seafood",,57,57,57,300,
Live bakers,Mumbai,Andheri East,Desserts,4.1,56,56,56,300,12.48254199
RushHrs,Mumbai,Marol Sakinaka,"American, Snacks, Beverages",,57,57,57,300,
FOOD LEE'S FAMILY RESTAURANT,Mumbai,Sion Bhakti Park,"Indian, Chinese",,56,56,56,360,
The Great Indian Appetizers,Mumbai,Powai,"Chinese, Lebanese, Pizzas",,57,57,57,300,
Bombay Kitchen,Mumbai,Andheri East,"Indian, Chinese, Pizzas, Pastas, Snacks, Biryani, Continental, Beverages, Desserts",,54,54,54,350,
Natures love momo,Mumbai,Bandra West,Chinese,,54,54,54,200,
Bombay Tandoori,Mumbai,Andheri East,"Indian, Tandoor, Chinese, Mughlai",3.7,54,54,54,250,23.00144257
Mandali Swayampak Ghar,Mumbai,Vikhroli West,Biryani,,61,61,61,500,
Aradhana Coastal Delight,Mumbai,Khar West,"Seafood, Malwani, Indian",4.4,58,58,58,750,17.30003278
Dragon House,Mumbai,Sion Bhakti Park,Chinese,,64,64,64,350,
Jaybharat Bar & Restaurant,Mumbai,Antop Hill,"North, Indian",,66,66,66,500,
The Asian Place,Mumbai,Andheri East,Indian,4.7,59,59,59,400,14.30925546
Desi Desserts,Mumbai,Andheri East,Desserts,,58,58,58,400,
The South Pavilion,Mumbai,Vikhroli West,"Beverages, Fast, Food, North, Indian, South, Indian",4.4,56,56,56,600,17.30003278
Dessert Junction,Mumbai,Andheri East,Desserts,3.7,54,54,54,200,11.26473302
Chembur Social,Mumbai,Chembur,"Indian, Chinese, Fast, Food, American, Biryani, Combo",3.7,59,59,59,600,17.07594591
Unique Chinese Point,Mumbai,Govandi East,Chinese,3.9,57,57,57,400,17.99897002
Classic Fast Food,Mumbai,Matunga,"Indian, Chinese, Continental",4.3,53,53,53,500,26.73140623
Nityam Food Court,Mumbai,Khar West,"Snacks, South, Indian, Chaat, Chinese, Indian, Tandoor",4.3,56,56,56,300,19.84501822
Cafe marol,Mumbai,Andheri East,"Indian, Chinese, Tandoor",3.8,54,54,54,200,26.25326816
The Punjabi's Kitchen,Mumbai,Powai Area,"North, Indian",4.4,65,65,65,500,27.35306684
Shahi Chulha,Mumbai,Khar West,"North, Indian, Punjabi, Street, Food, Mughlai, Biryani, Tandoor, Arabian",,61,61,61,300,
The BlueBop Cafe,Mumbai,Bandra Area,"Italian, American, Mexican, Pastas, Pizzas, Desserts, Salads, Snacks",4.6,62,62,62,1100,21.22955438
Health Juice Centre Matunga,Mumbai,Matunga,"Juices, Fast, Food",4.5,55,55,55,400,27.97472745
Desi Shawarma,Mumbai,Khar West,"Fast, Food, Street, Food, Arabian",,56,56,56,200,
The Dough Therapy,Mumbai,Matunga,"Italian, Pizzas, Pastas, Desserts, Beverages",4.3,63,63,63,600,19.84501822
Badri's,Mumbai,Govandi East,Indian,4.3,57,57,57,500,16.90685022
Ching Asia,Mumbai,Andheri East,Pan-Asian,4.5,64,64,64,600,13.70035097
Foodies Chinese Corner,Mumbai,Govandi East,Indian,4.1,57,57,57,250,16.12048509
Just Frys,Mumbai,Khar West,"Fast, Food",,58,58,58,200,
Punjabi Meal Box,Mumbai,Khar West,"North, Indian, Punjabi, Street, Food, Mughlai, Biryani, Tandoor, Arabian",3.9,59,59,59,350,11.87363751
The Punjabi Co.,Mumbai,Khar West,"North, Indian, Punjabi, Street, Food, Mughlai, Biryani, Tandoor, Arabian",3.6,62,62,62,250,10.96028078
Paa G,Mumbai,Andheri East,"North, Indian, Chinese, Italian",,62,62,62,400,
Cocoon - Dragonfly Hotel,Mumbai,Andheri East,"North, Indian, Chinese",4.4,59,59,59,400,13.39589873
New Punjab Restaurant & Bar (King circle),Mumbai,Matunga,"Mughlai, North, Indian, Chinese, Seafood",4.3,58,58,58,750,13.09144648
Koldplay Ice Creams,Mumbai,Matunga,"Ice, Cream, Desserts",4.4,52,52,52,250,17.30003278
Monica Chinese Fast Food,Mumbai,Antop Hill,Chinese,3.9,57,57,57,350,15.33411997
China Gate (Mahakali - Andheri East),Mumbai,Powai Area,Chinese,4.3,70,70,70,1200,16.90685022
Sindhful,Mumbai,Khar West,"Sindhi, North, Indian, Snacks",4.4,57,57,57,700,20.30653027
Hyderabadi Dum Biryani,Mumbai,Powai,"Biryani, Beverages",,57,57,57,500,
BOGO Biryani,Mumbai,Powai,"Biryani, Beverages",,58,58,58,500,
149@Biryani,Mumbai,Powai,"Biryani, North, Indian",,59,59,59,200,
Biryani & Free Masala Chaas,Mumbai,Powai,"Biryani, Beverages",,58,58,58,500,
99@Biryani,Mumbai,Powai,Biryani,3.5,55,55,55,200,10.65582853
Biryani House,Mumbai,Powai,"Biryani, Beverages",,57,57,57,500,
Tandoori Pizza,Mumbai,Lower Parel Worli,"Pizzas, Kebabs, North, Indian, Fast, Food, Desserts",,61,61,61,500,
Caravan Serai,Mumbai,Andheri East,"Indian, Fast, Food",,63,63,63,1000,
Irish Biryani,Mumbai,Powai,"Hyderabadi, Biryani, Beverages",,58,58,58,500,
Biryani Center,Mumbai,Powai,"Biryani, Beverages",,58,58,58,500,
Pizza Lover,Mumbai,Powai,Pizzas,,58,58,58,250,
Cafe Sahar,Mumbai,Andheri East,"North, Indian, Chinese, Mughlai, Desserts, Fast, Food",4,56,56,56,300,12.17808975
Pizza Bar,Mumbai,Powai,Pizzas,,62,62,62,500,
Noodle Bar,Mumbai,Powai,"Chinese, Continental",,58,58,58,550,
KHAVAYYA HOUSE,Mumbai,Matunga,"Indian, Chinese",,64,64,64,200,
THE LAKE FRONT RESTAURANT,Mumbai,Marol Sakinaka,"North, Indian, Chinese, Thalis, Biryani",,57,57,57,300,
Biryani Point,Mumbai,Powai,"Biryani, Beverages",,58,58,58,500,
Buy 2 get 1 Free Biryani,Mumbai,Powai,"Biryani, Beverages",,58,58,58,500,
New Khalsa Punjab,Mumbai,Chembur,"Mughlai, North, Indian, Chinese",,65,65,65,450,
Sheetal Restaurant and Bar,Mumbai,Khar West,"Indian, Seafood, Chinese, Ice, Cream",4.2,57,57,57,1200,19.38350617
Khaana Khazana,Mumbai,Antop Hill,"North, Indian, Chinese",4.1,54,54,54,400,12.48254199
Food Style,Mumbai,Powai,Indian,,61,61,61,400,
Sadak Chaap,Mumbai,Khar West,"North, Indian",4.4,58,58,58,200,20.30653027
Kebab Biryani,Mumbai,Powai,Biryani,,58,58,58,500,
Cafe Safar ( Andheri East ),Mumbai,Jogeshwari East,"Chinese, North, Indian, Biryani, Desserts",4,57,57,57,250,27.63501912
Mad Momos,Mumbai,Andheri East,"Chinese, Tibetan, Nepalese, Pizzas, Snacks, Beverages, Combo",3.8,60,60,60,250,23.62310318
Sandwich Coffee House,Mumbai,Matunga,"American, Beverages, Fast, Food",4.3,58,58,58,350,16.90685022
Poetry By Love & Cheesecake,Mumbai,Chembur,"Bakery, Continental, Salads, Pastas, European, Desserts",4.7,54,54,54,800,21.69106643
Baba Falooda,Mumbai,Mahim,"Desserts, Beverages",4.4,58,58,58,150,30.39852103
KK (khaokujao),Mumbai,Ghatkopar Vikhroli,"Indian, Snacks, Fast, Food, South, Indian, Sweets, Beverages",,60,60,60,200,
Ohh My Fudge,Mumbai,Khar West,"Desserts, Ice, Cream",,68,68,68,100,
The Asian Pavilion,Mumbai,Chembur,"Asian, Chinese",5,64,64,64,200,15.22261219
Get In My Belly,Mumbai,Chembur,Indian,5,58,58,58,500,15.22261219
Sugar Nest,Mumbai,Chembur,"Desserts, Bakery",,64,64,64,300,
Pomona Cafe,Mumbai,Matunga,"Italian-American, European, Continental",4,63,63,63,500,15.72730253
KILO PARTY,Mumbai,Chembur,Indian,,58,58,58,500,
BIRYANI BOWL,Mumbai,Powai,"Biryani, Beverages",4.2,61,61,61,500,12.78699424
Belly Darbar,Mumbai,Chembur,"North, Indian, Chinese, Biryani, Kebabs, Punjabi, Desserts, Indian, Asian, Pizzas, Thai, Jain",4.3,62,62,62,400,16.90685022
Rolls Bistro,Mumbai,Matunga,"Continental, Indian",4,60,60,60,250,15.72730253
Roti De Tokari,Mumbai,Juhu,"Punjabi, North, Indian",,57,57,57,500,
VJ Cafe,Mumbai,Matunga,"Beverages, Desserts, American, Fast, Food",4.2,56,56,56,350,12.78699424
Khao Piyo,Mumbai,Khar West,"Continental, Fast, Food, North, Indian",,55,55,55,600,
Mawali Bhai Dosa,Mumbai,Matunga,"South, Indian",4.1,53,53,53,300,16.12048509
BIRYANI WALI,Mumbai,Powai,Biryani,,59,59,59,400,
99 Pankcakes,Mumbai,Matunga,"Desserts, Beverages, Pizzas",4.1,56,56,56,300,16.12048509
Breakfast Bistro,Mumbai,Matunga,"American, European, Continental",4,58,58,58,500,18.46048207
Cafe 2.0,Mumbai,Matunga,"Fast, Food, Pastas, Pizzas",4.1,58,58,58,300,12.48254199
Eagle Boys Pizza,Mumbai,Powai,"Pizzas, Fast, Food",3.7,56,56,56,600,17.07594591
Blossoms - Hotel Suncity,Mumbai,Andheri East,"North, Indian, Chinese, Continental, Mughlai, Seafood",4.4,66,66,66,800,13.39589873
Konkan Chilly,Mumbai,Andheri East,"North, Indian, Seafood, Chinese",,62,62,62,500,
DesiKnockout,Mumbai,Chembur,"North, Indian, Biryani",,60,60,60,300,
Coffee By Di Bella,Mumbai,Matunga,"Cafe, Desserts, Chinese",4.6,57,57,57,800,21.22955438
The Ice Cream Bakery - TIB,Mumbai,Matunga Wadala,"Ice, Cream, Desserts, Bakery",,58,58,58,300,
Myfroyoland,Mumbai,Matunga East,"Desserts, Ice, Cream",4.7,53,53,53,400,14.30925546
Waffles By Di Bella,Mumbai,Matunga,"Ice, Cream",4.7,60,60,60,250,14.30925546
BIRYANI & FREE SPRITE,Mumbai,Powai,"Biryani, Beverages",,59,59,59,400,
THE MOTHER TOUCH,Mumbai,Chembur,"Chinese, Fast, Food, Pizzas, Snacks",,73,73,73,280,
PK Biryani House (Deccan),Pune,Narayan Peth,"Biryani, Maharashtrian, North, Indian, Mughlai, Hyderabadi, Indian",4.1,36,36,36,200,28.3258946
Chaitanya Paranthas,Pune,Shivajinagar,"North, Indian, Punjabi, Chinese, Thalis, Combo, Beverages, Desserts",4.2,35,35,35,200,29.01677007
Oven Story Pizza,Pune,Erandwane,Pizzas,4,46,46,46,600,18.46048207
Madinah,Pune,Bhawani Peth,"Mughlai, North, Indian, Chinese, Biryani",4,34,34,34,200,24.8664244
MH 12 Pav Bhaji,Pune,Rasta Peth,"Snacks, Pizzas, Beverages, Street, Food",4.1,27,27,27,250,25.48808501
The Good Bowl,Pune,Shaniwar Peth,"North, Indian, Punjabi, Biryani, Combo, Chinese, Beverages, Desserts, Jain, Indian, Hyderabadi, Mughlai",4.4,33,33,33,400,17.30003278
Aroma's Hyderabad House - Karve Road,Pune,Erandwane,"Biryani, Mughlai, North, Indian, Chinese",4.2,35,35,35,400,26.10974562
Ramsar Bakery,Pune,Shivajinagar,"Desserts, Fast, Food, Bakery",4.1,27,27,27,150,18.92199412
McDonald's,Pune,Shivajinagar,"American, Fast, Food",4.3,34,34,34,400,29.70764555
Jannat Restaurant,Pune,Camp,"North, Indian",4,33,33,33,200,15.72730253
Shahji's Parantha House (Laxmi Road),Pune,Raviwar Peth,"North, Indian",4.3,35,35,35,500,19.84501822
Behrouz Biryani,Pune,Erandwane,"Biryani, Mughlai, Lucknowi, Hyderabadi, Kebabs, North, Indian, Persian, Desserts",4.2,45,45,45,500,19.38350617
Bebe Di Rasoi - Punjabi,Pune,Shivajinagar,"North, Indian, Punjabi, Biryani, Kebabs, Mughlai, Desserts, Beverages",4.1,48,48,48,300,25.48808501
Aarz Restaurant,Pune,Swargate,Indian,,32,32,32,240,
Firangi Bake,Pune,Shaniwar Peth,"Italian, Mexican, Pastas",4.4,38,38,38,400,13.39589873
Pure Veg Meals by Lunchbox,Pune,Shaniwar Peth,"North, Indian, Desserts, Biryani",,34,34,34,200,
Haka,Pune,Shivajinagar,"Chinese, Asian, Seafood",4.5,52,52,52,500,20.76804233
Sweet Truth - Cake and Desserts,Pune,Shaniwar Peth,"Bakery, Desserts, Beverages",4.5,29,29,29,450,13.70035097
Faasos,Pune,Shaniwar Peth,"Combo, Snacks, Beverages, Desserts, Indian",4.3,30,30,30,200,19.84501822
Amhi Kolhapuri - Shivajinagar Canteen ,Pune,JM Road,"Maharashtrian, Indian, Biryani, Beverages",3.7,35,35,35,200,17.07594591
LunchBox,Pune,Narayan Peth,"North, Indian, Punjabi, Combo, Biryani, Healthy, Food, Jain, Thalis, Indian, Mughlai, Desserts",4.1,31,31,31,200,18.92199412
Tiranga Budhwar peth (Main Branch),Pune,Budhwar Peth,"Biryani, Maharashtrian, North, Indian",4.1,32,32,32,400,18.92199412
FISH CURRY RICE,Pune,Sadashiv Peth,"Maharashtrian, Seafood, Malwani",4.5,34,34,34,1000,20.76804233
Hotel Yatrik,Pune,Raviwar Peth,"Indian, South, Indian",4,30,30,30,500,12.17808975
Natural Ice Cream,Pune,Shivajinagar,"Ice, Cream",4.7,28,28,28,150,21.69106643
Sahare Dining Hall,Pune,Agarkar Nagar,"Gujarati, Rajasthani, Combo, Beverages",4.4,28,28,28,300,20.30653027
Poona Cafe,Pune,Rasta Peth,"North, Indian, Chinese, South, Indian",4.3,29,29,29,200,16.90685022
Annapurna Catering And Service Provider,Pune,Swargate,"Chinese, Indian",,50,50,50,300,
Havmor Ice Cream,Pune,Narayan Peth,"Ice, Cream, Desserts, Bakery",,33,33,33,200,
Kwality Walls Frozen Dessert and Ice Cream Shop,Pune,Swargate,"Ice, Cream",,37,37,37,300,
Chowpati Natural Kulfi,Pune,Kasba Peth,"Desserts, Ice, Cream",,30,30,30,100,
MADHUR PURE VEG,Pune,Appa Balwant Chowk Pune,"Chinese, South, Indian, Indian, Beverages, Ice, Cream",3.9,33,33,33,500,11.87363751
Her Paratha Factory,Pune,Camp,"North, Indian",,40,40,40,200,
Artinci - Indulge Guilt Free!,Pune,Camp,"Healthy, Food, Keto, Desserts, Ice, Cream, Snacks, Beverages, Bakery",4.7,30,30,30,250,14.30925546
Classic Pav Bhaji,Pune,Camp,"Snacks, Punjabi",,40,40,40,200,
The Sugar Free Keto Kafe - By Artinci,Pune,Camp,"Healthy, Food, Keto, Beverages, Ice, Cream, Desserts, Bakery",4.4,30,30,30,250,13.39589873
The MOMO'S Point,Pune,Shivaji Nagar,Chinese,,33,33,33,140,
Vadilal Ice Cream,Pune,Swargate,"Ice, Cream",,36,36,36,200,
Granny Ammaas Cake,Pune,Somwar Peth,"Desserts, Bakery",4.1,34,34,34,300,12.48254199
Om Sadguru Snacks Center,Pune,Shivaji Nagar,"South, Indian, Snacks",,34,34,34,120,
Modern Cafe,Pune,Shivajinagar,"South, Indian, North, Indian",4.3,36,36,36,300,13.09144648
Happy Family Restaurant,Pune,Shivaji Nagar,"North, Indian, Biryani, Thalis",,34,34,34,250,
Bamboo House,Pune,Shivajinagar,"Mughlai, North, Indian, Continental",4,39,39,39,1000,15.72730253
Deep Blue Sea,Pune,Swargate,"Fast, Food, Seafood",,47,47,47,250,
SP's Biryani House,Pune,Sadashiv Peth,"Biryani, North, Indian, Indian, Maharashtrian",4.2,37,37,37,600,26.10974562
KWALITY Family resto Bar,Pune,Shivajinagar,"North, Indian, Punjabi, Snacks",4.2,35,35,35,500,12.78699424
Amhi Kolhapuri,Pune,Magarpatta,"Maharashtrian, North, Indian, Chinese, Tandoor",3.6,38,38,38,200,14.15457228
Fountain Family Rest O Bar,Pune,Shivajinagar,"North, Indian, Chinese",4.4,37,37,37,500,13.39589873
Kekiz The Cake Shop,Pune,Shivaji Nagar,"Bakery, Desserts",,35,35,35,300,
Sukanta,Pune,Narayan Peth,Maharashtrian,4.2,35,35,35,400,19.38350617
The Momo Panda,Pune,Swargate,"Fast, Food, Tibetan",4.3,34,34,34,200,16.90685022
Vrudheshwar Pure Veg,Pune,Shivajinagar,"North, Indian",4.3,33,33,33,300,13.09144648
Havmor Ice CreamJM Road,Pune,Shivajinagar,"Ice, Cream",4.2,28,28,28,200,12.78699424
Sujata Mastani,Pune,Camp,Desserts,4.4,27,27,27,200,20.30653027
Bread Bash,Pune,Swargate,"Italian, Beverages",,38,38,38,300,
Rama Krishna,Pune,Camp,"North, Indian, South, Indian, Chinese, Fast, Food, Snacks, Beverages, Indian",4.3,32,32,32,450,29.70764555
Chilling Adda,Pune,Swargate,"North, Indian, Fast, Food, Italian, Beverages",,35,35,35,300,
Rajmandir Ice Cream,Pune,Shivaji Nagar,"Ice, Cream, Desserts, Beverages",4,27,27,27,150,12.17808975
GANESH BHEL-Swargate,Pune,Narayan Peth,"Chaat, Fast, Food",4.4,28,28,28,200,20.30653027
MAHARASHTRIAN THALI,Pune,Rasta Peth,"North, Indian, Chinese, Beverages",4.1,32,32,32,200,12.48254199
Mayas Kitchen,Pune,Camp,"Indian, Salads",4.2,47,47,47,199,12.78699424
Shree Krishna Juice Bar,Pune,Shivajinagar,"Juices, Beverages",5,39,39,39,150,15.22261219
KFC,Pune,Narayan Peth,"American, Fast, Food, Snacks",4.1,49,49,49,400,18.92199412
Pizza Hut,Pune,Shivajinagar,"Pizzas, Fast, Food",3.9,36,36,36,350,17.99897002
Sanskruti Pure Veg,Pune,Narayan Peth,"South, Indian",,32,32,32,300,
APPAS GURUDEV PIZZA SANDWICH CORNER,Pune,Swargate,"Pizzas, British, American, Snacks",,34,34,34,200,
SWARAJYA WADEWALE,Pune,Camp,"Snacks, South, Indian, Beverages",,33,33,33,200,
Rajendra Paav Bhaji,Pune,Somwar Peth,"Street, Food, Desserts",4.4,28,28,28,350,20.30653027
Deccan Express,Pune,Swargate,Chinese,,34,34,34,350,
Wadeshwar (Bajirao road),Pune,Shukrawar Peth,"South, Indian, Fast, Food, Snacks, Street, Food, Beverages",4.6,26,26,26,300,21.22955438
Gokul Chinese,Pune,Swargate,Chinese,,44,44,44,300,
Mahesh Lunch Home,Pune,Camp,"Seafood, Indian, Chinese",4.2,34,34,34,900,19.38350617
The Brooklyn Creamery - The Healthy Ice cream,Pune,Camp,"Desserts, Ice, Cream",,33,33,33,200,
agatya thali,Pune,Camp,"Biryani, Hyderabadi",,33,33,33,250,
LKD | La Kheer Deli,Pune,Shivajinagar,Desserts,4.3,34,34,34,200,13.09144648
Marrakesh,Pune,Shivajinagar,"Lebanese, North, Indian, Afghani, Mughlai, Combo, Biryani, Kebabs, Mediterranean, Arabian, Middle, Eastern, Desserts",4,46,46,46,300,18.46048207
Subway,Pune,Deccan Gymkhana,"Fast, Food, Healthy, Food, Salads, Snacks, Desserts, Beverages",4.4,35,35,35,350,20.30653027
BAPAT UPAHAR GRUHA,Pune,Shukrawar Peth,Indian,3.7,34,34,34,200,17.07594591
Sri Murlidhar Veg Thali,Pune,Narayan Peth,"Maharashtrian, Gujarati, Rajasthani",4.6,32,32,32,200,18.08639791
New Apurwai Non Veg,Pune,Narayan Peth,Indian,,35,35,35,350,
Coconut Grove,Pune,Kasba Peth,"Chettinad, North, Indian, Mangalorean, Seafood",,37,37,37,1000,
Jija Pure Veg,Pune,Sadashiv Peth,Indian,,35,35,35,150,
SWAD CASA,Pune,Camp,"Chinese, North, Indian",,34,34,34,400,
Samudra Veg,Pune,Erandwane,"North, Indian, Chinese, South, Indian, Fast, Food",4.3,35,35,35,400,29.70764555
Barbeque Nation,Pune,Narayan Peth,"North, Indian, Mughlai, Seafood, Biryani, Desserts, Kebabs",4,45,45,45,600,18.46048207
Malhar,Pune,Swargate,"Ice, Cream, Italian, South, Indian",,36,36,36,200,
The Habit,Pune,Sadashiv Peth,"Fast, Food",,52,52,52,150,
Hotel Ashirwad,Pune,Sadashiv Peth,"Maharashtrian, North, Indian",4.1,35,35,35,200,12.48254199
Hotel Aasra Biryani House,Pune,Shukrawar Peth,Indian,,45,45,45,300,
The Nourish House,Pune,Shivaji Nagar,"Salads, Italian-American, Beverages",,48,48,48,350,
Shubham Pure Veg,Pune,Shivaji Nagar,"North, Indian, South, Indian",4.7,35,35,35,250,14.30925546
Saar Chat House,Pune,Swargate,"Fast, Food",,36,36,36,200,
Khandesh Junction,Pune,Narayan Peth,"Maharashtrian, Punjabi, Beverages, Combo",3.8,36,36,36,200,11.56918526
Garden Vada Pav Centre,Pune,Camp,"Street, Food",4.4,33,33,33,100,27.35306684
Panchali Restaurant,Pune,Shivajinagar,"North, Indian",4.3,33,33,33,500,19.84501822
Mr.Idli,Pune,Shivaji Nagar,"South, Indian, Fast, Food",,37,37,37,200,
Wich Wich,Pune,Shivajinagar,"Fast, Food",,37,37,37,200,
The Golden Samosa,Pune,Shivaji Nagar,Snacks,,36,36,36,100,
Chirp Cafe,Pune,Shivajinagar,"Beverages, Chinese, Indian, Italian, Pizzas",4.4,48,48,48,400,13.39589873
Khichdi Express,Pune,Shivajinagar,"Healthy, Food, Home, Food, Desserts",4.6,40,40,40,200,14.00480321
Gulp,Pune,Shivajinagar,"Beverages, Desserts, Fast, Food",4.9,37,37,37,200,14.91815994
Shiv Sagar,Pune,Shivajinagar,"North, Indian, South, Indian, Chinese, Fast, Food",4.2,37,37,37,300,19.38350617
CRAZYSIZZLERS,Pune,Shivaji Nagar,"Pastas, Pizzas, Continental, Chinese, Thai",,38,38,38,600,
Malhar Assal Kolhapuri,Pune,Swargate,"Maharashtrian, North, Indian",,37,37,37,450,
Shri Kailash dairy,Pune,Shukrawar Peth,"Beverages, Desserts, Sweets, Snacks, Ice, Cream",4.1,33,33,33,200,16.12048509
Noodles & Co,Pune,Shivajinagar,Chinese,,37,37,37,300,
Haldiram,Pune,Deccan Gymkhana,"Indian, Biryani, Fast, Food, Snacks, Beverages, Sweets",4.3,45,45,45,300,26.73140623
